customer_id,customer_name,age_group,customer_type,loyalty_tier,home_estate,distance_to_store_km
C00363,Njeri Ochieng,36-45,Regular,Bronze,Kahawa Sukari,4.4
C00364,Mumbi Hassan,18-25,Regular,Bronze,Kahawa Wendani,6.1
C00365,Akinyi Kipchoge,18-25,Regular,Bronze,Ruiru CBD,3.1
C00366,Simiyu Wanjiku,18-25,New,Gold,Ruiru CBD,6.2
C00367,Akinyi Mwangi,46-55,Regular,Bronze,Githurai 44,4.1
C00368,Ochieng Omondi,56+,Occasional,Bronze,Githurai 45,5.3
C00369,Wairimu Mutiso,18-25,New,Silver,Kahawa Sukari,7.7
C00370,Kariuki Ochieng,26-35,Occasional,Bronze,Ndenderu,4.0
C00371,Njoroge Kariuki,46-55,New,Bronze,Kimbo,3.6
C00372,Mumbi Were,26-35,Regular,Silver,Githurai Kimbo,7.3
C00373,Simiyu Njoroge,18-25,Regular,Platinum,Ruiru Town Center,7.3
C00374,Kariuki Kiplagat,56+,Regular,Bronze,Kahawa Wendani,7.9
C00375,Wanjala Ochieng,36-45,Regular,Gold,Kimbo,4.6
C00376,Wambui Otieno,46-55,Regular,Bronze,Githurai 45,3.1
C00377,Omondi Mutiso,26-35,Occasional,Silver,Ruiru CBD,2.3
C00378,Chebet Wambui,46-55,Regular,Bronze,Ruiru CBD,0.8
C00379,Mutiso Kiplagat,26-35,New,Bronze,Ruiru CBD,6.0
C00380,Mwangi Otieno,36-45,New,Bronze,Githurai 45,2.3
C00381,Simiyu Mumbi,56+,Occasional,Bronze,Githurai Kimbo,5.0
C00382,Kariuki Nyambura,36-45,Premium,Bronze,Green Valley,7.4
C00383,Simiyu Kamau,56+,Regular,Silver,Githurai Kimbo,7.6
C00384,Mutiso Nyambura,56+,Premium,Platinum,Ruiru Town Center,0.5
C00385,Kipchoge Simiyu,36-45,Regular,Bronze,Githurai 44,2.9
C00386,Kariuki Otieno,26-35,Occasional,Silver,Ruiru CBD,6.8
C00387,Akinyi Njoroge,56+,Occasional,Gold,Kimbo,4.5
C00388,Chebet Juma,36-45,Regular,Gold,Ruiru CBD,6.6
C00389,Kipchoge Njoroge,18-25,Occasional,Gold,Kimbo,6.9
C00390,Simiyu Chebet,26-35,Occasional,Silver,Githurai Kimbo,3.8
C00391,Njoroge Akinyi,56+,Regular,Silver,Ruiru Sports Club,3.2
C00392,Wambui Kinyua,36-45,Occasional,Silver,Ruiru Town Center,3.9
C00393,Muthoni Abdullah,18-25,Occasional,Bronze,Ndenderu,5.4
C00394,Adhiambo Wairimu,46-55,Regular,Silver,Githurai 44,3.3
C00395,Kamau Chebet,56+,Occasional,Gold,Githurai 44,6.3
C00396,Omondi Njeri,18-25,Occasional,Bronze,Githurai 45,7.3
C00397,Achieng Okoth,46-55,Regular,Silver,Ruiru Sports Club,2.6
C00398,Wanjiku Mwangi,18-25,Regular,Silver,Githurai Kimbo,7.7
C00399,Achieng Abdullah,56+,Occasional,Bronze,Ruiru CBD,5.2
C00400,Wambui Nyambura,46-55,Regular,Bronze,Kahawa Wendani,7.1
C00401,Simiyu Abdullah,18-25,Occasional,Silver,Green Valley,1.3
C00402,Akinyi Njoroge,36-45,Regular,Platinum,Ruiru Town Center,2.4
C00403,Mumbi Hassan,18-25,Regular,Gold,Githurai Kimbo,2.9
C00404,Muthoni Kipchoge,26-35,Occasional,Gold,Ndenderu,2.8
C00405,Maina Mutiso,36-45,Occasional,Silver,Ruiru CBD,1.8
C00406,Abdullah Chebet,36-45,Occasional,Bronze,Githurai 45,7.0
C00407,Mwangi Wanjiku,36-45,Regular,Gold,Kihara,3.6
C00408,Mutiso Mumbi,36-45,Regular,Gold,Kahawa Sukari,7.7
C00409,Kamau Were,36-45,Regular,Silver,Githurai Kimbo,4.9
C00410,Adhiambo Maina,18-25,Regular,Bronze,Mwiki,1.5
C00411,Kinyua Maina,56+,New,Gold,Kihara,4.6
C00412,Wanjiku Omondi,26-35,Regular,Bronze,Mwiki,8.0
C00413,Kamau Mwangi,26-35,Occasional,Gold,Mwiki,4.7
C00414,Adhiambo Ochieng,56+,New,Silver,Ruiru CBD,0.5
C00415,Muthoni Abdullah,18-25,Occasional,Gold,Kihara,7.5
C00416,Kamau Mwangi,46-55,Occasional,Bronze,Ruiru CBD,2.3
C00417,Njeri Kiplagat,56+,Occasional,Bronze,Ruiru CBD,5.7
C00418,Muthoni Akinyi,18-25,Occasional,Bronze,Githurai 45,4.4
C00419,Nyambura Otieno,26-35,Occasional,Gold,Githurai 45,2.9
C00420,Chebet Njeri,36-45,New,Silver,Kimbo,2.6
C00421,Wairimu Ochieng,18-25,Regular,Platinum,Green Valley,7.5
C00422,Wanjiku Okoth,26-35,Regular,Bronze,Kahawa Sukari,7.3
C00423,Achieng Ochieng,26-35,Occasional,Bronze,Kihara,4.3
C00424,Mumbi Wairimu,36-45,Regular,Bronze,Green Valley,2.4
C00425,Mumbi Njoroge,18-25,New,Gold,Kahawa Sukari,1.3
C00426,Mwangi Kipchoge,26-35,Regular,Gold,Githurai Kimbo,1.7
C00427,Kamau Omondi,56+,Occasional,Bronze,Kahawa Wendani,4.4
C00428,Abdullah Kamau,26-35,Occasional,Bronze,Ruiru CBD,2.8
C00429,Wambui Wanjala,26-35,Premium,Gold,Ruiru Town Center,0.8
C00430,Ochieng Kiplagat,36-45,Occasional,Bronze,Ndenderu,3.9
C00431,Akinyi Wairimu,18-25,New,Silver,Ndenderu,6.1
C00432,Adhiambo Njeri,36-45,Regular,Bronze,Ndenderu,7.2
C00433,Otieno Maina,26-35,Occasional,Bronze,Githurai 45,4.9
C00434,Abdullah Omondi,18-25,Occasional,Silver,Githurai Kimbo,5.9
C00435,Hassan Simiyu,18-25,Regular,Bronze,Ruiru CBD,3.2
C00436,Ochieng Kiplagat,46-55,Regular,Bronze,Githurai 44,4.2
C00437,Kipchoge Maina,56+,Regular,Silver,Ruiru Sports Club,6.0
C00438,Simiyu Akinyi,26-35,Occasional,Silver,Mwiki,6.0
C00439,Kinyua Wambui,56+,New,Gold,Githurai Kimbo,3.7
C00440,Simiyu Juma,18-25,Regular,Gold,Kahawa Wendani,4.6
C00441,Wanjala Chebet,36-45,Regular,Gold,Ndenderu,7.4
C00442,Njoroge Okoth,18-25,Occasional,Bronze,Ruiru CBD,5.2
C00443,Kinyua Achieng,18-25,Regular,Bronze,Githurai Kimbo,5.3
C00444,Mutiso Juma,36-45,New,Bronze,Kimbo,6.4
C00445,Juma Njeri,46-55,Occasional,Silver,Kihara,1.4
C00446,Omondi Akinyi,56+,Premium,Platinum,Ruiru Sports Club,4.4
C00447,Kinyua Abdullah,36-45,Occasional,Bronze,Kimbo,7.7
C00448,Njeri Njoroge,56+,Regular,Gold,Green Valley,3.2
C00449,Achieng Okoth,18-25,Occasional,Bronze,Githurai 45,2.7
C00450,Adhiambo Wambui,56+,Occasional,Silver,Kahawa Wendani,5.0
C00451,Were Juma,18-25,Occasional,Bronze,Githurai 44,2.2
C00452,Otieno Juma,26-35,Occasional,Bronze,Ruiru CBD,4.7
C00453,Maina Kinyua,18-25,Regular,Bronze,Kahawa Sukari,1.7
C00454,Chebet Wanjala,36-45,Regular,Silver,Ruiru Town Center,4.8
C00455,Muthoni Otieno,26-35,Occasional,Bronze,Githurai Kimbo,5.0
C00456,Wambui Kiplagat,56+,Occasional,Bronze,Githurai 44,3.6
C00457,Kinyua Kariuki,56+,Regular,Bronze,Githurai 45,3.4
C00458,Simiyu Kinyua,36-45,Regular,Bronze,Githurai 45,2.3
C00459,Ochieng Mwangi,18-25,Occasional,Bronze,Kimbo,3.0
C00460,Otieno Ochieng,46-55,Regular,Gold,Ndenderu,4.2
C00461,Okoth Hassan,56+,Regular,Platinum,Ruiru Town Center,2.4
C00462,Mutiso Akinyi,46-55,Regular,Bronze,Githurai 45,6.4
C00463,Mwangi Omondi,46-55,Regular,Bronze,Kimbo,5.8
C00464,Juma Maina,18-25,Occasional,Bronze,Kahawa Sukari,2.5
C00465,Chebet Muthoni,18-25,New,Silver,Ruiru CBD,1.2
C00466,Juma Muthoni,56+,Occasional,Silver,Green Valley,0.5
C00467,Wanjala Maina,36-45,Occasional,Platinum,Ruiru Town Center,5.0
C00468,Njeri Kiplagat,36-45,Occasional,Bronze,Kahawa Sukari,2.1
C00469,Wambui Chebet,46-55,Regular,Gold,Mwiki,0.6
C00470,Omondi Juma,56+,Regular,Platinum,Ruiru Sports Club,3.2
C00471,Njeri Kiplagat,46-55,Occasional,Platinum,Ruiru Sports Club,7.7
C00472,Ochieng Juma,26-35,Occasional,Gold,Ruiru CBD,5.7
C00473,Akinyi Hassan,18-25,Occasional,Silver,Ruiru CBD,6.9
C00474,Kiplagat Kariuki,56+,Occasional,Platinum,Ruiru Town Center,1.6
C00475,Maina Otieno,36-45,Occasional,Bronze,Ruiru CBD,1.0
C00476,Wanjala Njoroge,46-55,New,Bronze,Kahawa Sukari,0.6
C00477,Simiyu Wanjiku,46-55,Occasional,Silver,Githurai 45,7.7
C00478,Wambui Simiyu,26-35,Regular,Silver,Kahawa Sukari,2.8
C00479,Achieng Maina,46-55,Regular,Silver,Githurai Kimbo,3.9
C00480,Kiplagat Kipchoge,26-35,Premium,Silver,Ruiru Town Center,3.5
C00481,Nyambura Akinyi,46-55,New,Bronze,Mwiki,6.0
C00482,Abdullah Hassan,26-35,New,Bronze,Kimbo,2.8
C00483,Adhiambo Mutiso,18-25,New,Silver,Mwiki,4.5
C00484,Akinyi Akinyi,46-55,Regular,Platinum,Ruiru Sports Club,8.0
C00485,Adhiambo Kinyua,36-45,New,Bronze,Ndenderu,3.8
C00486,Chebet Wanjala,46-55,Occasional,Silver,Ndenderu,4.6
C00487,Maina Hassan,46-55,Occasional,Silver,Ruiru Town Center,4.3
C00488,Muthoni Simiyu,26-35,Occasional,Bronze,Githurai Kimbo,6.5
C00489,Otieno Okoth,36-45,Premium,Gold,Ruiru Sports Club,2.5
C00490,Were Mumbi,36-45,Occasional,Silver,Kahawa Wendani,1.8
C00491,Mutiso Kiplagat,26-35,Regular,Silver,Kahawa Wendani,6.2
C00492,Juma Wairimu,26-35,Occasional,Silver,Ndenderu,3.6
C00493,Njoroge Adhiambo,46-55,Regular,Bronze,Ruiru CBD,7.4
C00494,Otieno Wairimu,36-45,Regular,Silver,Githurai Kimbo,5.3
C00495,Juma Kipchoge,18-25,New,Bronze,Githurai 44,4.7
C00496,Mwangi Otieno,26-35,Regular,Bronze,Kahawa Sukari,1.0
C00497,Maina Okoth,18-25,Regular,Gold,Green Valley,6.0
C00498,Mwangi Kiplagat,46-55,Regular,Silver,Ruiru Sports Club,5.6
C00499,Achieng Juma,26-35,Regular,Bronze,Ruiru CBD,5.3
C00500,Njeri Hassan,18-25,Regular,Silver,Ruiru Town Center,2.5
C00501,Omondi Okoth,26-35,Occasional,Silver,Kahawa Sukari,7.6
C00502,Otieno Njeri,46-55,Occasional,Silver,Kihara,2.9
C00503,Achieng Achieng,56+,Occasional,Bronze,Githurai Kimbo,1.6
C00504,Chebet Kariuki,46-55,Occasional,Bronze,Kimbo,7.9
C00505,Omondi Abdullah,46-55,Occasional,Bronze,Ndenderu,6.1
C00506,Otieno Adhiambo,26-35,Regular,Gold,Green Valley,3.6
C00507,Akinyi Nyambura,36-45,Occasional,Bronze,Kahawa Wendani,7.5
C00508,Ochieng Kiplagat,18-25,Premium,Silver,Green Valley,1.2
C00509,Nyambura Ochieng,36-45,Regular,Gold,Green Valley,1.2
C00510,Kamau Omondi,18-25,Regular,Silver,Kahawa Sukari,5.6
C00511,Wairimu Hassan,46-55,Occasional,Gold,Mwiki,1.8
C00512,Muthoni Okoth,26-35,Regular,Silver,Kahawa Wendani,7.4
C00513,Adhiambo Maina,26-35,Premium,Platinum,Ruiru Town Center,6.8
C00514,Mutiso Kariuki,26-35,Regular,Silver,Kimbo,2.8
C00515,Wanjiku Ochieng,36-45,Regular,Bronze,Kimbo,7.2
C00516,Otieno Wambui,36-45,Regular,Bronze,Kahawa Wendani,0.8
C00517,Kipchoge Njeri,56+,Occasional,Bronze,Kahawa Wendani,4.6
C00518,Muthoni Kinyua,36-45,Occasional,Silver,Kahawa Sukari,7.5
C00519,Achieng Kiplagat,26-35,New,Silver,Ndenderu,6.9
C00520,Chebet Kinyua,26-35,Occasional,Bronze,Kahawa Wendani,3.2
C00521,Njoroge Kinyua,56+,Occasional,Silver,Mwiki,1.9
C00522,Kipchoge Hassan,26-35,New,Silver,Kimbo,2.1
C00523,Maina Kipchoge,18-25,Premium,Gold,Green Valley,4.4
C00524,Kiplagat Muthoni,36-45,Occasional,Silver,Githurai Kimbo,5.0
C00525,Kamau Were,36-45,Regular,Gold,Kihara,0.7
C00526,Wambui Kinyua,46-55,Regular,Bronze,Githurai Kimbo,3.6
C00527,Adhiambo Adhiambo,46-55,New,Silver,Ruiru CBD,6.7
C00528,Mwangi Were,36-45,Occasional,Silver,Kihara,3.8
C00529,Mumbi Nyambura,36-45,Occasional,Bronze,Kimbo,1.8
C00530,Mumbi Abdullah,18-25,New,Gold,Githurai Kimbo,7.7
C00531,Kariuki Achieng,56+,Occasional,Gold,Green Valley,2.5
C00532,Were Omondi,36-45,Regular,Bronze,Ruiru Town Center,6.5
C00533,Njoroge Nyambura,18-25,New,Bronze,Githurai 45,2.0
C00534,Kinyua Kipchoge,46-55,New,Silver,Ruiru CBD,3.7
C00535,Akinyi Otieno,36-45,Regular,Silver,Githurai 44,4.2
C00536,Muthoni Adhiambo,18-25,Regular,Bronze,Githurai Kimbo,4.3
C00537,Kiplagat Muthoni,56+,Regular,Silver,Ruiru Town Center,4.4
C00538,Mumbi Mumbi,18-25,Occasional,Bronze,Kahawa Wendani,2.2
C00539,Chebet Juma,36-45,Premium,Gold,Green Valley,4.4
C00540,Otieno Otieno,56+,Occasional,Gold,Ruiru Town Center,4.1
C00541,Wairimu Wanjiku,56+,Regular,Bronze,Green Valley,2.1
C00542,Ochieng Njoroge,26-35,Occasional,Bronze,Mwiki,7.9
C00543,Kiplagat Chebet,36-45,Regular,Bronze,Githurai 44,7.0
C00544,Wanjiku Adhiambo,56+,Occasional,Bronze,Kimbo,7.2
C00545,Wanjala Maina,56+,Regular,Gold,Kihara,5.6
C00546,Njeri Chebet,46-55,New,Gold,Githurai Kimbo,1.7
C00547,Kinyua Njoroge,46-55,New,Gold,Githurai 44,4.8
C00548,Mumbi Hassan,46-55,Regular,Bronze,Githurai 44,6.7
C00549,Mutiso Mutiso,46-55,Regular,Bronze,Mwiki,0.8
C00550,Wairimu Were,46-55,Regular,Gold,Kimbo,4.2
C00551,Muthoni Wambui,46-55,Regular,Bronze,Kahawa Wendani,3.5
C00552,Njoroge Njeri,36-45,Regular,Bronze,Githurai 45,2.1
C00553,Wairimu Kariuki,46-55,Occasional,Silver,Kahawa Wendani,3.3
C00554,Njeri Kinyua,56+,Occasional,Bronze,Ruiru CBD,7.9
C00555,Kariuki Kinyua,36-45,Regular,Silver,Green Valley,5.9
C00556,Okoth Wambui,26-35,Occasional,Bronze,Kimbo,2.7
C00557,Kiplagat Njeri,36-45,Regular,Bronze,Kahawa Sukari,5.0
C00558,Ochieng Okoth,26-35,Regular,Bronze,Ruiru CBD,2.3
C00559,Were Wanjala,26-35,New,Bronze,Githurai 44,5.1
C00560,Kamau Hassan,46-55,Regular,Gold,Ndenderu,7.2
C00561,Wanjiku Omondi,26-35,New,Bronze,Githurai Kimbo,4.7
C00562,Were Kariuki,46-55,Regular,Silver,Green Valley,6.0
C00563,Kiplagat Maina,46-55,Regular,Silver,Green Valley,3.9
C00564,Chebet Achieng,18-25,Occasional,Gold,Ndenderu,4.4
C00565,Omondi Kiplagat,46-55,Occasional,Gold,Kahawa Sukari,5.7
C00566,Were Akinyi,36-45,New,Silver,Kahawa Wendani,6.6
C00567,Simiyu Wambui,18-25,Occasional,Bronze,Green Valley,5.4
C00568,Okoth Kipchoge,36-45,Occasional,Silver,Kahawa Wendani,7.8
C00569,Adhiambo Njeri,36-45,Regular,Bronze,Githurai 44,6.6
C00570,Mutiso Kinyua,56+,Occasional,Bronze,Ruiru CBD,6.3
C00571,Kiplagat Ochieng,46-55,Premium,Silver,Ruiru Town Center,6.8
C00572,Ochieng Adhiambo,18-25,New,Gold,Kimbo,2.6
C00573,Adhiambo Otieno,46-55,Regular,Silver,Mwiki,3.7
C00574,Kamau Otieno,46-55,Regular,Gold,Githurai Kimbo,4.7
C00575,Mwangi Wairimu,36-45,Occasional,Bronze,Ndenderu,4.0
C00576,Wambui Muthoni,56+,Regular,Bronze,Githurai Kimbo,6.9
C00577,Ochieng Nyambura,56+,Regular,Bronze,Githurai Kimbo,0.7
C00578,Kamau Mwangi,46-55,Regular,Bronze,Mwiki,2.1
C00579,Kipchoge Mumbi,46-55,Premium,Gold,Ruiru Town Center,7.1
C00580,Nyambura Simiyu,56+,New,Gold,Kahawa Sukari,0.9
C00581,Akinyi Were,56+,Occasional,Silver,Kihara,2.2
C00582,Adhiambo Simiyu,56+,Occasional,Bronze,Ndenderu,3.1
C00583,Kinyua Okoth,46-55,Occasional,Silver,Ndenderu,6.1
C00584,Were Nyambura,36-45,Regular,Bronze,Ndenderu,4.7
C00585,Adhiambo Kinyua,36-45,New,Bronze,Kahawa Sukari,7.7
C00586,Wairimu Muthoni,18-25,Regular,Bronze,Kihara,2.2
C00587,Ochieng Muthoni,26-35,Premium,Gold,Green Valley,7.0
C00588,Akinyi Mwangi,26-35,Regular,Bronze,Kahawa Wendani,2.6
C00589,Nyambura Mumbi,36-45,Occasional,Platinum,Ruiru Sports Club,2.3
C00590,Abdullah Ochieng,18-25,Regular,Gold,Green Valley,4.2
C00591,Otieno Chebet,18-25,Occasional,Bronze,Kahawa Sukari,1.0
C00592,Hassan Okoth,18-25,New,Gold,Githurai Kimbo,3.4
C00593,Kiplagat Njoroge,26-35,Occasional,Gold,Kihara,3.2
C00594,Otieno Njeri,36-45,Regular,Bronze,Githurai 45,1.7
C00595,Njeri Mwangi,36-45,Occasional,Bronze,Githurai 44,7.0
C00596,Akinyi Njoroge,36-45,Premium,Silver,Ruiru Town Center,3.4
C00597,Nyambura Kamau,56+,Occasional,Bronze,Kahawa Wendani,7.9
C00598,Kariuki Omondi,18-25,New,Bronze,Mwiki,7.2
C00599,Were Otieno,36-45,Occasional,Bronze,Kahawa Sukari,2.0
C00600,Otieno Chebet,18-25,Regular,Bronze,Kihara,4.3
C00601,Njoroge Njoroge,46-55,Regular,Bronze,Kihara,5.0
C00602,Njoroge Wambui,36-45,New,Gold,Mwiki,6.6
C00603,Were Njeri,26-35,Premium,Gold,Ruiru Sports Club,7.1
C00604,Kinyua Maina,26-35,New,Silver,Kahawa Sukari,5.2
C00605,Maina Mutiso,26-35,Occasional,Bronze,Githurai 45,0.8
C00606,Simiyu Kamau,46-55,Regular,Silver,Ruiru Sports Club,4.1
C00607,Mumbi Wanjiku,36-45,New,Bronze,Githurai Kimbo,7.1
C00608,Kipchoge Ochieng,36-45,New,Silver,Kimbo,5.9
C00609,Omondi Omondi,26-35,Regular,Bronze,Githurai 44,7.0
C00610,Kiplagat Maina,56+,New,Silver,Ruiru CBD,5.6
C00611,Adhiambo Maina,36-45,Occasional,Bronze,Kihara,0.8
C00612,Wairimu Njoroge,56+,Occasional,Silver,Githurai 45,7.8
C00613,Kariuki Njoroge,56+,Premium,Platinum,Green Valley,7.4
C00614,Wambui Kamau,26-35,Regular,Bronze,Kahawa Sukari,1.4
C00615,Kipchoge Juma,18-25,Occasional,Gold,Githurai 45,1.3
C00616,Njeri Chebet,26-35,Occasional,Silver,Mwiki,4.5
C00617,Mutiso Njoroge,18-25,Regular,Bronze,Ruiru Sports Club,6.2
C00618,Mumbi Ochieng,56+,Regular,Silver,Green Valley,3.4
C00619,Kamau Okoth,18-25,Regular,Bronze,Kahawa Wendani,1.5
C00620,Akinyi Juma,18-25,Regular,Bronze,Githurai 44,4.3
C00621,Kamau Achieng,36-45,New,Bronze,Kahawa Wendani,3.0
C00622,Mwangi Maina,46-55,Regular,Bronze,Githurai 45,3.1
C00623,Adhiambo Nyambura,26-35,Regular,Bronze,Kimbo,5.3
C00624,Omondi Akinyi,18-25,Occasional,Bronze,Mwiki,7.1
C00625,Muthoni Simiyu,46-55,New,Silver,Githurai 44,4.7
C00626,Juma Mumbi,56+,Regular,Silver,Kihara,5.7
C00627,Akinyi Juma,56+,New,Bronze,Kahawa Wendani,5.4
C00628,Abdullah Kiplagat,56+,Occasional,Bronze,Githurai 44,4.6
C00629,Akinyi Akinyi,18-25,Premium,Bronze,Green Valley,2.8
C00630,Njeri Wanjala,18-25,Occasional,Bronze,Ndenderu,3.3
C00631,Kinyua Juma,46-55,New,Bronze,Kahawa Wendani,2.9
C00632,Njoroge Hassan,56+,Occasional,Gold,Githurai Kimbo,7.4
C00633,Njeri Njeri,56+,Occasional,Silver,Kimbo,6.7
C00634,Adhiambo Ochieng,36-45,Regular,Silver,Ruiru Sports Club,4.8
C00635,Chebet Wanjiku,46-55,Regular,Gold,Ruiru Sports Club,7.3
C00636,Kiplagat Mumbi,46-55,Regular,Bronze,Githurai Kimbo,7.1
C00637,Juma Abdullah,18-25,Occasional,Silver,Ruiru CBD,7.5
C00638,Njeri Kinyua,36-45,Regular,Gold,Ndenderu,2.2
C00639,Njeri Hassan,18-25,Regular,Silver,Githurai Kimbo,5.9
C00640,Achieng Kariuki,46-55,Occasional,Bronze,Githurai 44,5.1
C00641,Wanjala Kinyua,56+,Occasional,Silver,Githurai 45,6.0
C00642,Simiyu Mutiso,56+,New,Bronze,Kihara,2.5
C00643,Okoth Otieno,36-45,Regular,Bronze,Githurai 44,5.7
C00644,Juma Juma,56+,Regular,Bronze,Ruiru CBD,3.6
C00645,Mutiso Simiyu,56+,Regular,Silver,Ruiru Sports Club,6.8
C00646,Omondi Akinyi,46-55,Regular,Silver,Githurai Kimbo,6.5
C00647,Akinyi Abdullah,26-35,Regular,Silver,Kahawa Wendani,2.1
C00648,Hassan Kamau,46-55,Occasional,Bronze,Ruiru CBD,1.9
C00649,Wanjala Mwangi,56+,Regular,Bronze,Githurai 44,5.9
C00650,Wanjala Otieno,18-25,Regular,Bronze,Ruiru Sports Club,4.6
C00651,Wanjiku Wambui,18-25,Occasional,Gold,Githurai 44,4.7
C00652,Adhiambo Omondi,46-55,Regular,Silver,Kahawa Sukari,6.1
C00653,Mumbi Nyambura,36-45,Occasional,Bronze,Kahawa Sukari,6.9
C00654,Kipchoge Were,26-35,Premium,Gold,Ruiru Town Center,2.3
C00655,Kariuki Adhiambo,18-25,Occasional,Bronze,Kimbo,4.7
C00656,Abdullah Kinyua,46-55,Regular,Gold,Mwiki,6.7
C00657,Kinyua Njoroge,56+,Regular,Bronze,Kahawa Wendani,7.0
C00658,Mumbi Okoth,46-55,Regular,Bronze,Githurai Kimbo,2.7
C00659,Kariuki Wairimu,18-25,New,Gold,Githurai 45,1.3
C00660,Chebet Mutiso,46-55,Regular,Bronze,Githurai 44,2.2
C00661,Okoth Were,36-45,Occasional,Bronze,Ruiru CBD,7.6
C00662,Hassan Njeri,56+,Occasional,Bronze,Mwiki,4.0
C00663,Otieno Ochieng,36-45,Occasional,Platinum,Ruiru Sports Club,3.6
C00664,Kinyua Abdullah,18-25,New,Bronze,Ruiru CBD,0.6
C00665,Wambui Kamau,26-35,Occasional,Bronze,Mwiki,0.9
C00666,Kariuki Mutiso,56+,Premium,Gold,Ruiru Sports Club,5.5
C00667,Juma Maina,26-35,Occasional,Bronze,Githurai Kimbo,4.9
C00668,Juma Omondi,18-25,Regular,Bronze,Kimbo,4.8
C00669,Nyambura Ochieng,36-45,New,Bronze,Kimbo,1.3
C00670,Hassan Achieng,56+,Regular,Gold,Kihara,3.1
C00671,Nyambura Mwangi,36-45,Regular,Bronze,Githurai Kimbo,6.6
C00672,Muthoni Simiyu,46-55,Occasional,Bronze,Kimbo,1.8
C00673,Kamau Mutiso,56+,Regular,Bronze,Githurai Kimbo,7.1
C00674,Wairimu Mutiso,18-25,Occasional,Bronze,Githurai 44,1.4
C00675,Mumbi Okoth,26-35,Regular,Silver,Githurai 45,1.8
C00676,Kiplagat Were,56+,Occasional,Bronze,Kahawa Wendani,4.1
C00677,Mwangi Mwangi,56+,Regular,Gold,Ruiru Town Center,7.6
C00678,Wairimu Wanjala,36-45,Regular,Bronze,Kihara,3.0
C00679,Kamau Okoth,56+,Premium,Gold,Ruiru Town Center,5.4
C00680,Simiyu Mwangi,56+,Regular,Platinum,Ruiru Town Center,4.9
C00681,Ochieng Were,46-55,Occasional,Gold,Ruiru Sports Club,1.6
C00682,Otieno Wambui,46-55,Occasional,Bronze,Ruiru CBD,2.4
C00683,Kiplagat Njeri,36-45,Regular,Silver,Green Valley,7.5
C00684,Akinyi Simiyu,26-35,Regular,Silver,Ruiru CBD,1.9
C00685,Mumbi Njeri,56+,Occasional,Gold,Kahawa Sukari,5.7
C00686,Kariuki Okoth,18-25,Regular,Gold,Githurai Kimbo,7.7
C00687,Juma Chebet,18-25,Regular,Platinum,Ruiru Sports Club,1.4
C00688,Wanjiku Omondi,46-55,Occasional,Bronze,Ruiru Sports Club,3.5
C00689,Ochieng Wanjiku,18-25,Regular,Bronze,Kihara,2.2
C00690,Wambui Wanjala,26-35,Occasional,Silver,Ruiru CBD,2.2
C00691,Hassan Wanjala,36-45,Regular,Bronze,Githurai 44,1.4
C00692,Njeri Muthoni,46-55,Regular,Silver,Kihara,5.4
C00693,Kariuki Akinyi,56+,New,Gold,Githurai 45,6.1
C00694,Ochieng Mutiso,26-35,Regular,Bronze,Kimbo,5.6
C00695,Okoth Abdullah,26-35,Regular,Bronze,Githurai 44,7.4
C00696,Juma Wanjiku,26-35,Occasional,Silver,Githurai 44,1.6
C00697,Abdullah Akinyi,56+,Regular,Gold,Kahawa Wendani,2.9
C00698,Omondi Were,36-45,Regular,Bronze,Githurai 45,3.1
C00699,Wanjiku Kiplagat,26-35,Occasional,Silver,Kahawa Wendani,2.2
C00700,Wairimu Kinyua,56+,Occasional,Bronze,Ruiru CBD,1.6
C00701,Chebet Achieng,46-55,Regular,Silver,Kahawa Sukari,4.2
C00702,Muthoni Njeri,18-25,Occasional,Bronze,Ruiru Town Center,6.8
C00703,Mwangi Wambui,56+,Regular,Gold,Ruiru Sports Club,7.7
C00704,Juma Wambui,18-25,Occasional,Bronze,Kimbo,1.5
C00705,Maina Wambui,18-25,Regular,Bronze,Kihara,6.7
C00706,Okoth Akinyi,56+,Regular,Silver,Kahawa Wendani,6.7
C00707,Juma Mwangi,56+,Occasional,Bronze,Githurai 45,3.4
C00708,Mwangi Adhiambo,36-45,Regular,Bronze,Kihara,1.3
C00709,Omondi Were,36-45,Regular,Silver,Ruiru Town Center,7.9
C00710,Mutiso Wanjiku,46-55,Premium,Platinum,Ruiru Town Center,5.4
C00711,Nyambura Wambui,18-25,New,Bronze,Kihara,7.9
C00712,Chebet Mutiso,36-45,Occasional,Gold,Kimbo,4.1
C00713,Wambui Ochieng,56+,Occasional,Silver,Githurai 45,3.5
C00714,Kiplagat Omondi,36-45,New,Bronze,Ruiru CBD,2.4
C00715,Otieno Otieno,18-25,Regular,Gold,Githurai Kimbo,7.9
C00716,Omondi Mutiso,18-25,Regular,Gold,Kihara,2.4
C00717,Abdullah Okoth,36-45,Regular,Silver,Kimbo,0.7
C00718,Okoth Kinyua,56+,Regular,Silver,Ruiru Sports Club,4.3
C00719,Hassan Maina,26-35,Regular,Bronze,Githurai 45,3.3
C00720,Kinyua Hassan,56+,Occasional,Silver,Ruiru CBD,2.5
C00721,Omondi Abdullah,56+,Regular,Silver,Kimbo,5.3
C00722,Omondi Nyambura,56+,Occasional,Bronze,Mwiki,3.2
